InvoiceDate,CustomerID,TotalAmount,Quantity,InvoiceNo,Country,Cluster
2022-12-01 11:33:00,17850.0,281.64,94,1,United Kingdom,0
2022-12-01 11:34:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-01 11:41:00,14307.0,783.11,558,1,United Kingdom,1
2022-12-01 11:45:00,17908.0,243.28,173,1,United Kingdom,0
2022-12-01 11:49:00,17920.0,514.41,220,1,United Kingdom,1
2022-12-01 11:57:00,12838.0,390.79,228,1,United Kingdom,1
2022-12-01 11:58:00,13255.0,135.7,38,1,United Kingdom,1
2022-12-01 12:03:00,16583.0,233.45,111,1,United Kingdom,0
2022-12-01 12:08:00,13758.0,362.45,137,1,United Kingdom,1
2022-12-01 12:08:00,18085.0,224.70000000000002,62,1,United Kingdom,0
2022-12-01 12:15:00,15983.0,380.89,281,1,United Kingdom,1
2022-12-01 12:22:00,14849.0,312.94,170,2,United Kingdom,1
2022-12-01 12:23:00,14849.0,42.9,18,1,United Kingdom,1
2022-12-01 12:23:00,17968.0,277.35,160,1,United Kingdom,0
2022-12-01 12:27:00,16210.0,124.9,70,1,United Kingdom,1
2022-12-01 12:31:00,17897.0,165.89,72,1,United Kingdom,0
2022-12-01 12:35:00,17377.0,174.4,92,1,United Kingdom,1
2022-12-01 12:36:00,16552.0,95.29,39,1,United Kingdom,0
2022-12-01 12:40:00,17951.0,17.700000000000003,6,1,United Kingdom,1
2022-12-01 12:43:00,14729.0,313.49,197,1,United Kingdom,0
2022-12-01 12:48:00,12748.0,4.95,1,1,United Kingdom,1
2022-12-01 12:49:00,15012.0,191.06,86,1,United Kingdom,1
2022-12-01 12:50:00,12868.0,203.3,112,1,United Kingdom,0
2022-12-01 12:51:00,17572.0,70.80000000000001,24,1,United Kingdom,1
2022-12-01 12:54:00,14078.0,56.74,19,1,United Kingdom,1
2022-12-01 12:58:00,14001.0,152.04,66,1,United Kingdom,1
2022-12-01 13:04:00,12662.0,261.48,157,1,Germany,1
2022-12-01 13:17:00,15525.0,313.93,124,1,United Kingdom,1
2022-12-01 13:20:00,14237.0,161.0,38,1,United Kingdom,0
2022-12-01 13:21:00,17905.0,201.75,72,1,United Kingdom,0
2022-12-01 13:23:00,15485.0,370.19,254,1,United Kingdom,1
2022-12-01 13:24:00,12433.0,1316.98,1420,1,Norway,1
2022-12-01 13:31:00,16955.0,105.25,77,1,United Kingdom,0
2022-12-01 13:33:00,15350.0,115.65,51,1,United Kingdom,0
2022-12-01 13:38:00,15605.0,194.85000000000002,71,1,United Kingdom,1
2022-12-01 13:45:00,18144.0,29.85,15,1,United Kingdom,1
2022-12-01 13:51:00,15922.0,248.9,66,1,United Kingdom,0
2022-12-01 13:54:00,14594.0,255.0,146,1,United Kingdom,1
2022-12-01 14:03:00,15165.0,487.75,160,1,United Kingdom,0
2022-12-01 14:05:00,14911.0,403.18,186,2,EIRE,1
2022-12-01 14:11:00,16456.0,303.0,160,1,United Kingdom,1
2022-12-01 14:34:00,17346.0,146.61,88,1,United Kingdom,1
2022-12-01 14:38:00,17643.0,101.55,71,1,United Kingdom,0
2022-12-01 14:41:00,17841.0,435.38,175,1,United Kingdom,1
2022-12-01 14:54:00,17873.0,102.64999999999999,83,1,United Kingdom,1
2022-12-01 15:00:00,13093.0,79.2,52,1,United Kingdom,0
2022-12-01 15:06:00,12921.0,322.40000000000003,140,1,United Kingdom,1
2022-12-01 15:08:00,13468.0,360.05,111,2,United Kingdom,1
2022-12-01 15:08:00,17760.0,172.54,165,1,United Kingdom,1
2022-12-01 15:21:00,16928.0,71.25,57,1,United Kingdom,1
2022-12-01 15:27:00,16048.0,49.8,36,1,United Kingdom,0
2022-12-01 15:28:00,16048.0,5.04,12,1,United Kingdom,0
2022-12-01 15:35:00,14496.0,80.30000000000001,26,1,United Kingdom,0
2022-12-01 15:35:00,16274.0,357.95,155,1,United Kingdom,0
2022-12-01 15:37:00,14696.0,294.62,284,1,United Kingdom,1
2022-12-01 15:40:00,16539.0,374.84999999999997,291,1,United Kingdom,1
2022-12-01 15:45:00,17025.0,21.799999999999997,28,1,United Kingdom,1
2022-12-01 15:46:00,17025.0,17.85,3,1,United Kingdom,1
2022-12-01 16:11:00,13777.0,32.4,24,1,United Kingdom,1
2022-12-01 16:15:00,17690.0,72.6,20,1,United Kingdom,1
2022-12-01 16:17:00,17690.0,97.19999999999999,66,1,United Kingdom,1
2022-12-01 16:21:00,12947.0,304.04,184,1,United Kingdom,1
2022-12-01 16:24:00,17460.0,19.9,2,1,United Kingdom,1
2022-12-01 16:25:00,18229.0,105.0,28,1,United Kingdom,1
2022-12-01 16:33:00,14142.0,311.81,313,1,United Kingdom,0
2022-12-01 16:49:00,17069.0,187.05,79,1,United Kingdom,1
2022-12-01 16:52:00,13065.0,205.86,74,1,United Kingdom,0
2022-12-01 16:57:00,14606.0,159.26,81,1,United Kingdom,1
2022-12-01 16:58:00,14606.0,39.06,12,1,United Kingdom,1
2022-12-01 17:15:00,16835.0,81.75,19,1,United Kingdom,0
2022-12-01 17:22:00,15235.0,79.5,34,1,United Kingdom,1
2022-12-01 17:24:00,13576.0,84.55,24,1,United Kingdom,1
2022-12-01 17:35:00,18011.0,102.78999999999999,71,1,United Kingdom,0
2022-12-02 07:48:00,13090.0,58.6,52,1,United Kingdom,1
2022-12-02 07:49:00,15694.0,45.599999999999994,40,1,United Kingdom,1
2022-12-02 08:32:00,17850.0,180.12,54,1,United Kingdom,0
2022-12-02 08:33:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 08:34:00,17850.0,163.76,64,1,United Kingdom,0
2022-12-02 08:40:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 08:43:00,14741.0,137.1,102,1,United Kingdom,1
2022-12-02 08:52:00,13715.0,272.65000000000003,107,1,United Kingdom,0
2022-12-02 09:29:00,17732.0,303.97,93,1,United Kingdom,0
2022-12-02 09:37:00,12855.0,38.1,30,1,United Kingdom,0
2022-12-02 09:41:00,17850.0,244.46,88,1,United Kingdom,0
2022-12-02 09:42:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 09:43:00,15752.0,209.25,129,1,United Kingdom,1
2022-12-02 09:44:00,17850.0,228.96,94,2,United Kingdom,0
2022-12-02 09:44:00,17855.0,208.97,197,1,United Kingdom,0
2022-12-02 10:09:00,14047.0,286.92,108,1,United Kingdom,1
2022-12-02 10:17:00,13941.0,85.32,132,1,United Kingdom,1
2022-12-02 10:17:00,17017.0,484.32,476,1,United Kingdom,1
2022-12-02 10:27:00,14135.0,232.65,201,1,United Kingdom,1
2022-12-02 10:35:00,13108.0,156.26,178,1,United Kingdom,0
2022-12-02 10:39:00,15601.0,768.38,666,1,United Kingdom,1
2022-12-02 10:45:00,13418.0,332.6,160,1,United Kingdom,1
2022-12-02 10:46:00,13418.0,12.600000000000001,6,1,United Kingdom,1
2022-12-02 10:53:00,15658.0,255.20000000000002,60,1,United Kingdom,0
2022-12-02 10:54:00,17850.0,230.56,86,1,United Kingdom,0
2022-12-02 10:55:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 10:56:00,17850.0,244.46,88,1,United Kingdom,0
2022-12-02 10:58:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 11:02:00,14388.0,312.8,170,1,United Kingdom,1
2022-12-02 11:20:00,14901.0,161.15,101,1,United Kingdom,1
2022-12-02 11:21:00,18041.0,149.57999999999998,107,1,United Kingdom,1
2022-12-02 11:22:00,15955.0,414.5,178,1,United Kingdom,1
2022-12-02 11:35:00,18041.0,235.16,165,1,United Kingdom,1
2022-12-02 11:41:00,16244.0,1056.63,619,1,United Kingdom,0
2022-12-02 11:45:00,15111.0,288.5,106,1,United Kingdom,1
2022-12-02 11:46:00,12748.0,4.25,1,1,United Kingdom,1
2022-12-02 11:57:00,14390.0,223.7,74,1,United Kingdom,1
2022-12-02 12:07:00,16546.0,46.2,44,1,United Kingdom,0
2022-12-02 12:09:00,15260.0,311.5,210,1,United Kingdom,1
2022-12-02 12:10:00,13305.0,136.2,132,1,United Kingdom,1
2022-12-02 12:10:00,14491.0,32.7,10,1,United Kingdom,0
2022-12-02 12:11:00,14060.0,71.03999999999999,120,1,United Kingdom,1
2022-12-02 12:16:00,15923.0,127.08,122,1,United Kingdom,0
2022-12-02 12:18:00,16752.0,127.55,53,1,United Kingdom,0
2022-12-02 12:22:00,17287.0,113.92,46,1,United Kingdom,1
2022-12-02 12:23:00,17850.0,308.96,106,1,United Kingdom,0
2022-12-02 12:24:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 12:25:00,17850.0,259.76,90,1,United Kingdom,0
2022-12-02 12:26:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 12:28:00,15363.0,326.0,144,1,United Kingdom,0
2022-12-02 12:33:00,12915.0,199.65,41,1,United Kingdom,0
2022-12-02 12:47:00,15544.0,354.54,274,1,United Kingdom,1
2022-12-02 12:50:00,15738.0,229.60000000000002,186,1,United Kingdom,1
2022-12-02 13:06:00,15827.0,98.18,42,1,United Kingdom,1
2022-12-02 13:08:00,14180.0,201.75,31,1,United Kingdom,1
2022-12-02 13:08:00,15827.0,92.75,67,1,United Kingdom,1
2022-12-02 13:11:00,13117.0,202.12,130,1,United Kingdom,1
2022-12-02 13:14:00,16916.0,198.08,103,1,United Kingdom,1
2022-12-02 13:32:00,17964.0,261.76,195,1,United Kingdom,1
2022-12-02 13:36:00,14466.0,123.25,31,1,United Kingdom,1
2022-12-02 13:38:00,17235.0,165.2,80,1,United Kingdom,1
2022-12-02 13:39:00,16510.0,248.1,92,1,United Kingdom,0
2022-12-02 13:44:00,17802.0,100.2,75,1,United Kingdom,1
2022-12-02 13:45:00,15107.0,65.0,20,1,United Kingdom,0
2022-12-02 13:49:00,17976.0,353.19,106,1,United Kingdom,0
2022-12-02 14:04:00,17850.0,363.3,116,1,United Kingdom,0
2022-12-02 14:05:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 14:06:00,17850.0,319.16,102,1,United Kingdom,0
2022-12-02 14:07:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 14:09:00,14449.0,210.24,142,1,United Kingdom,1
2022-12-02 14:26:00,16781.0,311.25,113,1,United Kingdom,0
2022-12-02 14:30:00,13491.0,98.9,36,1,United Kingdom,1
2022-12-02 14:40:00,16186.0,307.68,231,1,United Kingdom,1
2022-12-02 14:42:00,17685.0,176.52,187,1,United Kingdom,1
2022-12-02 14:47:00,17581.0,516.3,321,1,United Kingdom,1
2022-12-02 14:49:00,17581.0,118.38,66,1,United Kingdom,1
2022-12-02 15:00:00,15732.0,138.1,97,1,United Kingdom,0
2022-12-02 15:03:00,13138.0,193.23,125,1,United Kingdom,1
2022-12-02 15:08:00,15823.0,15.0,1,1,United Kingdom,0
2022-12-02 15:18:00,17567.0,517.95,244,1,United Kingdom,1
2022-12-02 15:19:00,15061.0,284.32,623,1,United Kingdom,1
2022-12-02 15:20:00,15061.0,266.68,472,1,United Kingdom,1
2022-12-02 15:24:00,17850.0,192.46,76,1,United Kingdom,0
2022-12-02 15:25:00,17850.0,22.200000000000003,12,1,United Kingdom,0
2022-12-02 15:26:00,17850.0,373.76,126,1,United Kingdom,0
2022-12-02 15:27:00,17850.0,44.400000000000006,24,1,United Kingdom,0
2022-12-02 15:28:00,15061.0,30.0,24,1,United Kingdom,1
2022-12-02 15:39:00,16203.0,170.7,70,1,United Kingdom,1
2022-12-02 15:40:00,15640.0,49.32000000000001,60,1,United Kingdom,1
2022-12-02 15:46:00,15574.0,375.65,176,1,United Kingdom,1
2022-12-02 15:49:00,16770.0,130.8,56,1,United Kingdom,1
2022-12-02 15:55:00,17838.0,666.1600000000001,468,1,United Kingdom,1
2022-12-02 16:00:00,17228.0,183.3,122,1,United Kingdom,1
2022-12-02 16:12:00,14829.0,236.97,190,1,United Kingdom,1
2022-12-02 16:29:00,17412.0,143.3,42,1,United Kingdom,1
2022-12-02 16:33:00,14911.0,22.5,6,1,EIRE,1
2022-12-02 16:34:00,14031.0,151.4,48,1,United Kingdom,1
2022-12-02 16:38:00,14775.0,258.96,264,1,United Kingdom,1
2022-12-02 16:42:00,12971.0,45.12,84,1,United Kingdom,1
2022-12-02 16:46:00,17659.0,202.8,52,1,United Kingdom,1
2022-12-02 16:59:00,15646.0,189.8,230,1,United Kingdom,0
2022-12-02 17:12:00,13402.0,257.88,166,1,United Kingdom,0
2022-12-02 17:17:00,17757.0,143.45000000000002,80,1,United Kingdom,1
2022-12-02 17:22:00,13011.0,50.550000000000004,13,1,United Kingdom,0
2022-12-02 17:41:00,16634.0,164.8,64,1,United Kingdom,0
2022-12-02 17:48:00,18239.0,438.1,208,1,United Kingdom,0
2022-12-02 17:51:00,14576.0,35.400000000000006,12,1,United Kingdom,0
2022-12-02 18:08:00,18168.0,263.3,133,1,United Kingdom,1
2022-12-02 18:15:00,14395.0,308.68,174,1,United Kingdom,1
2022-12-02 18:23:00,14865.0,37.2,96,1,United Kingdom,1
2022-12-02 18:25:00,15093.0,180.87,341,1,United Kingdom,1
2022-12-02 18:27:00,12738.0,155.35,148,1,Germany,0
2022-12-02 18:27:00,16150.0,393.42,174,1,United Kingdom,1
2022-12-02 18:45:00,17552.0,263.62,130,1,United Kingdom,1
2022-12-02 18:46:00,17552.0,34.9,14,1,United Kingdom,1
2022-12-02 18:49:00,14236.0,30.9,6,1,United Kingdom,1
2022-12-02 19:18:00,17961.0,127.55,45,1,United Kingdom,1
2022-12-02 19:59:00,14573.0,413.1,134,1,United Kingdom,1
2022-12-03 09:31:00,17135.0,215.57999999999998,222,1,United Kingdom,1
2022-12-03 09:49:00,12967.0,81.7,38,1,United Kingdom,0
2022-12-03 09:51:00,12686.0,89.14,107,1,France,0
2022-12-03 10:26:00,13370.0,754.87,343,1,United Kingdom,0
2022-12-03 10:33:00,16883.0,128.03,54,1,United Kingdom,0
2022-12-03 10:36:00,13520.0,75.5,42,1,Switzerland,1
2022-12-03 10:43:00,12841.0,294.25,186,1,United Kingdom,1
2022-12-03 10:43:00,16905.0,132.0,60,1,United Kingdom,1
2022-12-03 10:44:00,12427.0,120.3,60,1,Germany,1
2022-12-03 11:19:00,17967.0,123.07,80,1,United Kingdom,0
2022-12-03 11:35:00,16891.0,232.26,92,1,United Kingdom,1
2022-12-03 11:42:00,14589.0,39.75,5,1,United Kingdom,0
2022-12-03 11:48:00,14156.0,30.599999999999998,36,1,EIRE,1
2022-12-03 12:05:00,14680.0,229.0,140,1,United Kingdom,1
2022-12-03 12:11:00,17884.0,187.51,170,1,United Kingdom,1
2022-12-03 12:24:00,14083.0,309.54,179,1,United Kingdom,1
2022-12-03 12:28:00,13013.0,629.5400000000001,333,1,United Kingdom,1
2022-12-03 12:29:00,13013.0,642.6,435,1,United Kingdom,1
2022-12-03 12:43:00,14210.0,304.95000000000005,93,1,United Kingdom,1
2022-12-03 12:43:00,17809.0,90.0,72,1,United Kingdom,1
2022-12-03 12:48:00,16477.0,225.65,125,1,United Kingdom,1
2022-12-03 12:57:00,12600.0,18.0,1,1,Germany,1
2022-12-03 13:40:00,12779.0,166.56,108,1,Poland,1
2022-12-03 13:42:00,16926.0,230.25,35,1,United Kingdom,0
2022-12-03 13:43:00,17787.0,668.78,346,1,United Kingdom,1
2022-12-03 13:59:00,12682.0,282.69,123,1,France,1
2022-12-03 14:04:00,14911.0,1306.7,774,1,EIRE,1
2022-12-03 14:18:00,14723.0,149.8,76,1,United Kingdom,1
2022-12-03 14:18:00,17954.0,108.78,60,1,United Kingdom,1
2022-12-03 14:26:00,14723.0,101.14,39,1,United Kingdom,1
2022-12-03 14:26:00,17819.0,124.67,103,1,United Kingdom,0
2022-12-03 14:30:00,12712.0,175.53,60,1,Germany,1
2022-12-03 14:35:00,17841.0,183.98999999999998,103,1,United Kingdom,1
2022-12-03 14:40:00,15373.0,192.1,30,1,United Kingdom,1
2022-12-03 14:40:00,16140.0,124.14,104,1,United Kingdom,1
2022-12-03 14:54:00,17198.0,272.01,124,1,United Kingdom,1
2022-12-03 15:05:00,17238.0,254.39000000000001,100,1,United Kingdom,1
2022-12-03 15:10:00,17238.0,115.7,26,1,United Kingdom,1
2022-12-03 15:14:00,12793.0,131.8,65,1,Portugal,0
2022-12-03 15:19:00,14396.0,110.35000000000001,39,1,United Kingdom,1
2022-12-03 15:25:00,14898.0,44.95,9,1,United Kingdom,1
2022-12-03 15:45:00,12725.0,371.8,162,1,Italy,0
2022-12-03 16:02:00,16725.0,122.15,64,1,United Kingdom,0
2022-12-03 16:35:00,12395.0,194.9,168,1,Belgium,1
2022-12-03 16:44:00,16455.0,246.3,142,1,United Kingdom,1
2022-12-03 16:45:00,16455.0,135.0,108,1,United Kingdom,1
2022-12-03 17:20:00,13081.0,1117.98,794,1,United Kingdom,1
2022-12-03 17:21:00,13081.0,11.6,8,1,United Kingdom,1
2022-12-03 17:28:00,15545.0,135.32999999999998,75,1,United Kingdom,1
2022-12-05 10:03:00,17243.0,206.5,68,1,United Kingdom,1
2022-12-05 10:12:00,15465.0,89.05000000000001,19,1,United Kingdom,1
2022-12-05 10:36:00,16033.0,155.64000000000001,52,1,United Kingdom,1
2022-12-05 10:45:00,13838.0,238.11,83,1,United Kingdom,1
2022-12-05 10:52:00,18055.0,386.9,84,1,United Kingdom,1
2022-12-05 10:54:00,15038.0,126.42999999999999,46,1,United Kingdom,1
2022-12-05 10:58:00,18109.0,107.45,31,1,United Kingdom,1
2022-12-05 11:02:00,13069.0,228.5,163,1,United Kingdom,1
2022-12-05 11:03:00,13069.0,5.9,2,1,United Kingdom,1
2022-12-05 11:04:00,16241.0,277.65000000000003,97,1,United Kingdom,1
2022-12-05 11:10:00,14800.0,555.84,437,1,United Kingdom,1
2022-12-05 11:12:00,15708.0,350.68,158,1,United Kingdom,1
2022-12-05 11:38:00,16168.0,23.8,4,1,United Kingdom,1
2022-12-05 11:40:00,16931.0,152.05,82,1,United Kingdom,1
2022-12-05 11:45:00,16814.0,273.29,107,1,United Kingdom,1
2022-12-05 11:49:00,15351.0,274.67,129,1,United Kingdom,1
2022-12-05 11:51:00,13269.0,173.83,101,1,United Kingdom,1
2022-12-05 11:54:00,14813.0,127.98,59,1,United Kingdom,0
2022-12-05 11:57:00,12567.0,970.02,572,1,France,1
2022-12-05 11:57:00,14813.0,27.45,8,1,United Kingdom,0
2022-12-05 11:59:00,17062.0,179.64000000000001,163,1,United Kingdom,0
2022-12-05 12:00:00,15332.0,240.89999999999998,122,1,Lithuania,0
2022-12-05 12:01:00,15332.0,135.6,72,1,Lithuania,0
2022-12-05 12:02:00,15332.0,15.0,12,1,Lithuania,0
2022-12-05 12:08:00,14810.0,180.44,84,1,United Kingdom,1
2022-12-05 12:13:00,18118.0,475.86,212,1,United Kingdom,1
2022-12-05 12:15:00,12841.0,211.74,135,1,United Kingdom,1
2022-12-05 12:15:00,13506.0,301.12,232,1,United Kingdom,0
2022-12-05 12:23:00,17796.0,114.65,28,1,United Kingdom,1
2022-12-05 12:26:00,15716.0,336.38,195,1,United Kingdom,1
2022-12-05 12:29:00,18156.0,206.23000000000002,73,1,United Kingdom,1
2022-12-05 12:34:00,16983.0,104.09,95,1,United Kingdom,1
2022-12-05 12:35:00,17059.0,722.36,471,1,United Kingdom,1
2022-12-05 12:42:00,12748.0,166.66,134,1,United Kingdom,1
2022-12-05 12:43:00,16327.0,535.6,392,1,United Kingdom,1
2022-12-05 12:44:00,17211.0,273.3,204,1,United Kingdom,1
2022-12-05 12:47:00,17026.0,33.15,25,1,United Kingdom,0
2022-12-05 12:53:00,12748.0,70.42,54,1,United Kingdom,1
2022-12-05 12:57:00,12748.0,41.45,16,1,United Kingdom,1
2022-12-05 12:57:00,15570.0,472.65,153,1,United Kingdom,1
2022-12-05 13:00:00,15880.0,343.28000000000003,211,1,United Kingdom,0
2022-12-05 13:03:00,16718.0,525.55,391,1,United Kingdom,0
2022-12-05 13:05:00,12748.0,75.64,66,1,United Kingdom,1
2022-12-05 13:05:00,15808.0,688.45,243,1,United Kingdom,0
2022-12-05 13:08:00,17858.0,199.25,71,1,United Kingdom,1
2022-12-05 13:10:00,16393.0,184.8,86,1,United Kingdom,1
2022-12-05 13:17:00,14527.0,292.95,60,1,United Kingdom,1
2022-12-05 13:18:00,14161.0,283.15,128,1,United Kingdom,0
2022-12-05 13:21:00,17863.0,337.91999999999996,252,1,United Kingdom,1
2022-12-05 13:26:00,16411.0,131.5,70,1,United Kingdom,1
2022-12-05 13:29:00,13767.0,80.80000000000001,32,1,United Kingdom,1
2022-12-05 13:42:00,16402.0,211.8,105,1,United Kingdom,0
2022-12-05 13:49:00,15023.0,460.6,232,1,United Kingdom,1
2022-12-05 13:55:00,15311.0,265.24,158,1,United Kingdom,1
2022-12-05 13:55:00,15426.0,330.06,135,1,United Kingdom,1
2022-12-05 14:02:00,12647.0,232.5,76,1,Germany,1
2022-12-05 14:03:00,12647.0,18.0,1,1,Germany,1
2022-12-05 14:06:00,15894.0,156.74,115,1,United Kingdom,0
2022-12-05 14:17:00,15867.0,112.9,47,1,United Kingdom,1
2022-12-05 14:19:00,12472.0,1235.9,866,1,Germany,1
2022-12-05 14:25:00,14506.0,269.7,112,1,United Kingdom,1
2022-12-05 14:45:00,15555.0,198.43,293,1,United Kingdom,1
2022-12-05 14:52:00,13034.0,165.86,116,1,United Kingdom,1
2022-12-05 15:02:00,15235.0,85.55000000000001,25,1,United Kingdom,1
2022-12-05 15:06:00,17402.0,188.77,40,1,United Kingdom,1
2022-12-05 15:12:00,14606.0,192.68,83,1,United Kingdom,1
2022-12-05 15:12:00,15889.0,297.92,149,1,United Kingdom,0
2022-12-05 15:15:00,15953.0,128.24,69,1,United Kingdom,1
2022-12-05 15:18:00,16143.0,253.75,105,1,United Kingdom,1
2022-12-05 15:21:00,12720.0,401.39,295,1,Germany,1
2022-12-05 15:26:00,12748.0,8.65,7,1,United Kingdom,1
2022-12-05 15:35:00,16422.0,43.7,58,1,United Kingdom,1
2022-12-05 15:38:00,12747.0,158.76,72,1,United Kingdom,1
2022-12-05 15:40:00,15502.0,366.3,160,2,United Kingdom,1
2022-12-05 15:46:00,12763.0,260.08,180,1,Japan,0
2022-12-05 15:47:00,14081.0,423.52,252,1,United Kingdom,0
2022-12-05 15:54:00,17965.0,37.35,14,1,United Kingdom,1
2022-12-05 16:00:00,14404.0,133.48,57,1,United Kingdom,1
2022-12-05 16:10:00,13579.0,164.70000000000002,46,1,United Kingdom,1
2022-12-05 16:24:00,13174.0,1318.32,693,1,United Kingdom,1
2022-12-05 16:41:00,12748.0,496.48,316,1,United Kingdom,1
2022-12-06 08:34:00,15987.0,113.48,86,1,United Kingdom,1
2022-12-06 08:42:00,17677.0,259.6,236,1,United Kingdom,1
2022-12-06 08:43:00,17677.0,25.200000000000003,12,1,United Kingdom,1
2022-12-06 08:44:00,17677.0,17.4,12,1,United Kingdom,1
2022-12-06 09:21:00,13652.0,308.8,112,1,United Kingdom,1
2022-12-06 09:37:00,17428.0,131.60000000000002,64,1,United Kingdom,1
2022-12-06 09:52:00,16858.0,187.65,39,1,United Kingdom,0
2022-12-06 10:03:00,16161.0,164.2,88,1,United Kingdom,1
2022-12-06 10:05:00,18219.0,210.19,67,1,United Kingdom,1
2022-12-06 10:18:00,14293.0,275.82,154,1,United Kingdom,1
2022-12-06 10:19:00,14748.0,412.22,282,1,United Kingdom,1
2022-12-06 10:19:00,16638.0,50.400000000000006,24,1,United Kingdom,1
2022-12-06 10:20:00,17674.0,45.78,109,1,United Kingdom,1
2022-12-06 10:24:00,14748.0,58.2,48,1,United Kingdom,1
2022-12-06 10:27:00,12808.0,129.4,53,1,Portugal,1
2022-12-06 10:36:00,15899.0,56.25,39,1,United Kingdom,0
2022-12-06 10:38:00,16955.0,33.0,20,1,United Kingdom,0
2022-12-06 10:43:00,12708.0,196.44,89,1,Germany,1
2022-12-06 11:01:00,15898.0,382.69,210,1,United Kingdom,1
2022-12-06 11:03:00,14443.0,303.5,163,1,United Kingdom,1
2022-12-06 11:06:00,16210.0,113.10000000000001,66,1,United Kingdom,1
2022-12-06 11:10:00,17691.0,142.5,58,1,United Kingdom,0
2022-12-06 11:16:00,17227.0,95.05,76,1,United Kingdom,1
2022-12-06 11:26:00,15039.0,398.75,130,1,United Kingdom,1
2022-12-06 11:26:00,15919.0,270.72,242,1,United Kingdom,1
2022-12-06 11:37:00,13497.0,153.5,54,1,United Kingdom,0
2022-12-06 11:38:00,15860.0,102.66,72,1,United Kingdom,1
2022-12-06 11:42:00,14189.0,158.60000000000002,110,1,United Kingdom,1
2022-12-06 11:42:00,15304.0,72.15,17,1,United Kingdom,1
2022-12-06 11:58:00,14344.0,252.0,96,1,United Kingdom,1
2022-12-06 12:06:00,16719.0,430.73,146,1,United Kingdom,1
2022-12-06 12:15:00,15048.0,98.7,32,1,United Kingdom,1
2022-12-06 12:21:00,15301.0,673.37,503,1,United Kingdom,1
2022-12-06 12:23:00,12748.0,133.07,85,1,United Kingdom,1
2022-12-06 12:23:00,14708.0,199.46,134,1,United Kingdom,1
2022-12-06 12:23:00,16898.0,116.08,98,1,United Kingdom,1
2022-12-06 12:30:00,14825.0,184.10000000000002,72,1,United Kingdom,1
2022-12-06 12:34:00,17596.0,392.62,530,1,United Kingdom,1
2022-12-06 12:38:00,15078.0,449.95000000000005,201,1,United Kingdom,1
2022-12-06 12:39:00,14085.0,208.3,81,1,United Kingdom,1
2022-12-06 12:39:00,15078.0,25.200000000000003,12,1,United Kingdom,1
2022-12-06 12:40:00,14911.0,327.5,134,1,EIRE,1
