CustomerID,Recency,Frequency,Monetary,Avg_Order_Value,Unique_Products,Customer_Lifetime,Country,Cluster,R_Score,F_Score,M_Score,RFM_Score,CLV_Estimate
12417.0,3,9,3019.9,16.77722222222222,156,354,Belgium,1,5,5,5,555,13778.29375
12418.0,113,1,428.63,14.287666666666667,30,0,Switzerland,0,2,1,3,213,45.74559941520468
12420.0,64,1,600.39,20.70310344827586,29,0,Cyprus,0,3,1,3,313,116.25588859416445
12421.0,16,4,695.04,16.163720930232557,32,303,Spain,1,4,4,4,444,1388.1783857729135
12422.0,96,3,683.5600000000001,17.98842105263158,38,229,Australia,0,2,3,3,233,203.06516549104722
12423.0,1,8,1683.39,13.912314049586778,97,352,Belgium,1,5,5,5,555,20311.978512396694
12424.0,163,2,273.52,17.095,16,0,Australia,0,2,2,2,222,76.09359756097561
12425.0,78,1,536.4,16.7625,32,0,Portugal,0,2,1,3,213,77.44699367088607
12426.0,195,1,510.73,17.611379310344827,29,0,Germany,0,1,1,3,113,32.79670126671358
12427.0,22,3,471.15999999999997,18.8464,22,349,Germany,1,4,3,3,433,897.2525217391303
12428.0,26,8,4930.4800000000005,18.60558490566038,234,257,Finland,1,4,5,5,455,2012.1595527603076
12429.0,9,4,1220.66,19.375555555555557,62,356,Denmark,1,5,4,4,544,2828.8311111111116
12430.0,43,1,208.6,20.86,10,0,Norway,0,3,1,2,312,173.0431818181818
12431.0,60,13,4008.17,18.72976635514019,156,313,Australia,1,3,5,5,355,1456.9301861498393
12432.0,43,4,1055.12,16.48625,63,129,Norway,0,3,4,4,344,547.0437499999999
12433.0,1,7,6353.54,19.670402476780186,188,372,Norway,1,5,5,5,555,25128.939164086685
12434.0,85,2,713.54,14.865416666666667,45,175,Australia,0,2,2,4,224,126.18318798449613
12435.0,268,1,78.0,39.0,2,0,Denmark,0,1,1,1,111,52.9182156133829
12436.0,100,1,286.36,23.863333333333333,12,0,Norway,0,2,1,2,212,86.2387788778878
12437.0,2,18,3610.2,20.168715083798883,118,329,France,1,5,5,5,555,44169.486033519555
12438.0,14,2,1534.65,18.05470588235294,75,125,Norway,0,5,2,5,525,878.6623529411764
12441.0,367,1,173.55,15.77727272727273,11,0,France,0,1,1,1,111,15.648653656126484
12442.0,3,1,172.06,14.338333333333333,12,0,Spain,0,5,1,1,511,1308.3729166666667
12444.0,21,5,3030.71,19.80856209150327,133,149,Norway,1,4,4,5,445,1643.2102644087938
12445.0,22,1,77.4,25.8,3,0,Spain,0,4,1,1,411,409.4347826086957
12446.0,58,1,1002.3100000000001,17.584385964912283,57,0,RSA,0,3,1,4,314,108.78476063038956
12447.0,243,1,431.49,17.2596,25,0,Belgium,0,1,1,3,113,25.81866393442623
12448.0,44,1,300.45,15.022499999999999,20,0,Spain,0,3,1,2,312,121.84916666666665
12449.0,22,4,3152.69,17.612793296089386,117,164,Belgium,1,4,4,5,445,1118.0294874908914
12450.0,156,2,131.88,18.84,7,17,Spain,0,2,2,1,221,87.60000000000001
12451.0,11,5,6132.5,19.782258064516128,246,313,Switzerland,1,5,4,5,545,3008.551747311828
12452.0,17,1,304.67,15.233500000000001,20,0,Switzerland,0,4,1,2,412,308.9015277777778
12453.0,134,1,707.09,16.443953488372095,43,0,Austria,0,2,1,4,214,44.45957795004307
12455.0,73,6,1487.7,19.575,71,223,Spain,1,2,5,5,255,579.3141891891892
12456.0,44,3,1971.76,17.44920353982301,100,210,Switzerland,1,3,3,5,335,424.59728613569325
12457.0,86,3,1169.6299999999999,22.068490566037735,49,152,Switzerland,0,2,3,4,234,277.7585881587508
12458.0,71,2,631.7,19.142424242424244,32,213,Switzerland,0,3,2,3,323,194.08291245791247
12461.0,155,1,436.08,14.536,30,0,Switzerland,0,2,1,3,213,34.01051282051282
12462.0,19,2,937.59,15.6265,50,284,Spain,1,4,2,4,424,570.36725
12463.0,53,4,1344.78,16.202168674698793,65,188,Belgium,1,3,4,4,344,438.05863453815255
12464.0,10,8,317.5,21.166666666666668,4,299,Belgium,1,5,5,2,552,5618.787878787879
12465.0,17,2,742.1899999999999,15.79127659574468,46,152,Belgium,0,4,2,4,424,640.4239952718676
12468.0,188,2,658.74,17.803783783783786,35,128,Germany,0,1,2,3,123,68.76593736593738
12471.0,2,27,7257.3,20.91440922190202,141,362,Germany,1,5,5,5,555,68703.83429394814
12472.0,32,7,5054.83,15.996297468354431,215,336,Germany,1,4,5,5,455,1238.5012130801688
12473.0,29,5,2579.5,16.02173913043478,137,162,Germany,1,4,4,5,445,974.6557971014491
12474.0,17,17,6822.38,16.43946987951807,251,312,Germany,1,4,5,5,455,5667.050589022758
12475.0,54,1,621.68,18.284705882352938,34,0,Germany,0,3,1,3,313,121.34395721925132
12476.0,16,10,3966.92,20.23938775510204,167,345,Germany,1,4,5,5,455,4345.515606242497
12477.0,23,6,4100.9,20.71161616161616,149,278,Germany,1,4,5,5,455,1889.9349747474746
12478.0,4,1,545.99,15.599714285714287,35,0,Greece,0,5,1,3,513,1138.779142857143
12479.0,11,1,473.2,15.773333333333333,30,0,Germany,0,5,1,3,513,479.77222222222224
12480.0,28,4,2474.03,16.83013605442177,127,307,Germany,1,4,4,5,445,847.3102979122685
12481.0,23,10,3812.32,19.752953367875648,143,342,Germany,1,4,5,5,455,3004.0949913644217
12483.0,17,8,1301.64,21.694000000000003,41,322,Sweden,1,4,5,4,454,3519.2488888888893
12484.0,35,4,3851.72,11.328588235294117,253,301,Spain,1,3,4,5,345,459.4371895424836
12488.0,10,3,884.84,18.434166666666666,41,65,France,0,5,3,4,534,1835.0374999999997
12489.0,336,1,334.93,22.328666666666667,15,0,France,0,1,1,2,112,24.183867457962414
12490.0,5,10,4319.63,18.86301310043668,128,324,France,1,5,5,5,555,11474.999636098983
12491.0,39,1,413.6,16.544,25,0,France,0,3,1,3,313,150.964
12492.0,63,2,263.21000000000004,13.160500000000003,19,42,Germany,0,3,2,2,322,150.11195312500004
12493.0,166,2,433.74,19.715454545454545,20,31,France,0,2,2,3,223,86.18132825258573
12494.0,16,7,1246.1000000000001,16.183116883116885,63,349,France,1,4,5,4,454,2432.227272727273
12497.0,82,1,83.4,27.8,3,0,Germany,0,2,1,1,211,122.25301204819276
12498.0,21,3,403.70000000000005,17.55217391304348,21,36,Germany,0,4,3,3,433,873.6195652173914
12500.0,23,11,640.84,17.32,28,310,Germany,1,4,5,3,453,2897.491666666667
12501.0,337,1,2025.39,13.685067567567568,148,0,Germany,0,1,1,5,115,14.778253438349594
12502.0,96,5,2285.87,17.186992481203006,99,214,Spain,1,2,4,5,245,323.36351833191225
12504.0,18,2,92.65,18.53,5,12,Germany,0,4,2,1,421,711.9421052631579
12506.0,233,1,73.5,3.1956521739130435,23,0,France,0,1,1,1,111,4.984671125975474
12507.0,134,2,251.76000000000002,22.88727272727273,11,164,Spain,0,2,2,2,222,123.7608080808081
12508.0,26,2,398.27,5.772028985507246,57,2,France,0,4,2,3,423,156.05856146001074
12509.0,284,1,77.5,15.5,5,0,France,0,1,1,1,111,19.850877192982455
12510.0,143,2,499.45,17.8375,27,182,Spain,0,2,2,3,223,90.42621527777777
12512.0,66,2,138.03,4.059705882352941,31,0,Israel,0,3,2,1,321,44.23261633011413
12513.0,113,1,558.29,16.420294117647057,34,0,France,0,2,1,3,213,52.573748710010314
12514.0,267,1,957.98,19.1596,50,0,Italy,0,1,1,4,114,26.09423134328358
12515.0,353,1,278.7,18.58,15,0,Italy,0,1,1,2,112,19.15734463276836
12516.0,78,2,330.88,25.45230769230769,11,102,Germany,0,2,2,2,222,235.1922103213242
12517.0,28,4,2358.84,8.36468085106383,232,161,Germany,1,4,4,5,445,421.1184152604549
12518.0,1,5,1852.83,15.440249999999999,84,109,Germany,1,5,4,5,545,14089.228124999998
12519.0,64,1,286.84,16.872941176470587,16,0,Germany,0,3,1,2,312,94.74805429864251
12520.0,79,5,2300.54,15.649931972789116,120,194,Germany,1,2,4,5,245,357.0140731292517
12521.0,143,1,545.68,14.748108108108108,37,0,Germany,0,2,1,3,213,37.38235735735736
12522.0,39,2,192.72,16.06,11,12,Germany,0,3,2,2,322,293.09499999999997
12523.0,19,11,1789.77,16.884622641509434,84,312,France,1,4,5,5,455,3389.5879952830187
12524.0,9,8,2091.42,17.875384615384615,96,324,Germany,1,5,5,5,555,5219.612307692308
12526.0,1,3,1244.66,17.780857142857144,64,93,Germany,0,5,3,4,534,9735.019285714287
12527.0,82,3,247.91000000000003,15.494375000000002,16,243,Germany,0,2,3,2,232,204.4137424698795
12528.0,9,6,1552.33,18.26270588235294,50,303,Germany,1,5,5,5,555,3999.5325882352936
12530.0,60,4,1301.18,21.33081967213115,50,277,Germany,1,3,4,4,344,510.54092985756523
12531.0,15,1,125.22,7.365882352941177,17,0,Germany,0,4,1,1,411,168.03419117647059
12532.0,30,1,304.83000000000004,20.322000000000003,15,0,France,0,4,1,2,412,239.2751612903226
12534.0,131,1,981.18,15.82548387096774,62,0,Germany,0,2,1,4,214,43.759860703812315
12535.0,92,2,627.25,19.6015625,28,94,France,0,2,2,3,223,153.86172715053763
12536.0,59,1,4017.81,15.818149606299212,254,0,France,1,3,1,5,315,96.22707677165353
12538.0,29,1,363.95,17.33095238095238,21,0,Spain,0,4,1,2,412,210.8599206349206
12539.0,22,4,4595.85,17.47471482889734,150,311,Spain,1,4,4,5,445,1109.264506530005
12540.0,20,17,7646.94,18.696674816625915,266,342,Spain,1,4,5,5,455,5524.422249388752
12541.0,30,3,849.48,16.9896,45,251,Spain,1,4,3,4,434,600.1165161290322
12544.0,36,1,316.7,17.594444444444445,18,0,Spain,0,3,1,2,312,173.5668168168168
12545.0,75,2,832.39,17.341458333333332,41,184,Spain,0,2,2,4,224,166.56927083333332
12546.0,47,2,1021.5,15.246268656716419,58,31,Spain,0,3,2,4,324,231.87033582089555
12547.0,198,2,207.79999999999998,25.974999999999998,7,82,Spain,0,1,2,2,122,95.28517587939697
12548.0,166,1,95.19999999999999,19.04,5,0,Spain,0,2,1,1,211,41.614371257485026
12550.0,79,1,824.83,14.729107142857144,56,0,Spain,0,2,1,4,214,67.20155133928571
12551.0,358,1,168.0,16.8,10,0,Spain,0,1,1,1,111,17.080779944289695
12552.0,40,1,317.82,16.72736842105263,19,0,Italy,0,3,1,2,312,148.91437740693195
12553.0,8,10,3284.06,17.751675675675674,95,321,France,1,5,5,5,555,7199.29069069069
12556.0,50,2,603.71,4.989338842975207,100,100,Spain,0,3,2,3,323,71.41602657591963
12557.0,158,1,81.6,27.2,3,0,Spain,0,2,1,1,211,62.44025157232705
12558.0,8,1,145.16,16.128888888888888,9,0,USA,0,5,1,1,511,654.116049382716
12559.0,320,1,289.46,17.027058823529412,17,0,Germany,0,1,1,2,112,19.360985889682976
12560.0,5,2,1732.21,17.3221,87,137,Germany,1,5,2,5,525,2107.5221666666666
12561.0,303,1,238.85,14.928125,16,0,Germany,0,1,1,2,112,17.92357113486842
12562.0,8,7,2673.26,17.587236842105266,95,190,France,1,5,5,5,555,4992.821125730995
12564.0,261,1,402.9,20.145,20,0,France,0,1,1,3,113,28.06459923664122
12565.0,289,1,145.92,16.21333333333333,9,0,Saudi Arabia,0,1,1,1,111,20.40643678160919
12566.0,86,1,297.65,16.53611111111111,18,0,Germany,0,2,1,2,212,69.37563856960409
12567.0,23,10,7485.13,17.77940617577197,310,346,France,1,4,5,5,455,2703.951355898654
12569.0,2,32,3477.14,19.425363128491618,90,250,Germany,1,5,5,5,555,75629.4137802607
12571.0,40,2,519.61,15.28264705882353,31,81,France,0,3,2,3,323,272.10566714490676
12572.0,9,2,809.22,14.450357142857143,52,43,Germany,0,5,2,4,524,1054.8760714285715
12573.0,227,1,160.54000000000002,5.733571428571429,26,0,France,0,1,1,1,111,9.178743734335841
12574.0,316,1,218.45,19.85909090909091,11,0,France,0,1,1,2,112,22.866145683969027
12576.0,36,5,1315.83,14.952613636363635,72,268,Poland,1,3,4,4,344,737.5275644963144
12577.0,35,3,657.8,4.474829931972788,137,323,France,1,3,3,3,333,136.10941043083898
12578.0,21,2,2124.31,19.85336448598131,105,308,Italy,1,4,2,5,425,658.770730671198
12579.0,78,1,386.42,13.800714285714287,28,0,France,0,2,1,3,213,63.7627938517179
12580.0,247,1,415.7,17.320833333333333,24,0,Germany,0,1,1,3,113,25.492355510752684
12581.0,40,1,197.71,13.180666666666667,15,0,Germany,0,3,1,2,312,117.34008130081301
12582.0,239,2,391.36,18.636190476190478,21,49,Finland,0,1,2,3,123,56.68507936507937
12583.0,3,15,3855.16,19.974922279792747,100,370,France,1,5,5,5,555,27340.674870466322
12584.0,4,9,1647.2,19.378823529411765,41,276,Italy,1,5,5,5,555,12731.88705882353
12585.0,234,2,1417.9,17.723750000000003,75,117,Germany,0,1,2,4,124,55.05675531914894
12586.0,17,1,196.94000000000003,17.903636363636366,11,0,Italy,0,4,1,2,412,363.04595959595963
12587.0,8,1,144.0,36.0,4,0,Finland,0,5,1,1,511,1460.0
12588.0,39,1,214.89999999999998,21.49,10,0,Finland,0,3,1,2,312,196.09625
12589.0,29,2,541.68,16.414545454545454,29,115,France,0,4,2,3,423,399.420606060606
12590.0,211,1,119.99999999999999,39.99999999999999,3,0,Germany,0,1,1,1,111,68.86792452830187
12591.0,317,1,368.85,14.754000000000001,25,0,Italy,0,1,1,3,113,16.934622641509435
12592.0,92,2,437.6,24.311111111111114,11,121,Germany,0,2,2,3,223,190.82915173237757
12593.0,109,3,418.09999999999997,19.909523809523808,14,110,France,0,2,3,3,233,198.19025974025973
12594.0,47,8,2453.59,23.821262135922332,46,276,Italy,1,3,5,5,355,1449.1267799352752
12596.0,51,2,384.03,16.00125,23,190,Spain,0,3,2,3,323,224.63293269230766
12597.0,19,4,3178.22,15.733762376237623,184,248,Spain,1,4,4,5,445,1148.5646534653465
12598.0,10,8,2288.86,19.234117647058824,75,275,France,1,5,5,5,555,5105.7839572192515
12599.0,29,7,927.58,15.459666666666667,31,275,France,1,4,5,4,454,1316.6482777777778
12600.0,29,10,802.64,18.241818181818182,29,342,Germany,1,4,5,4,454,2219.421212121212
12601.0,190,5,501.46,18.572592592592592,21,142,Germany,0,1,4,3,143,177.46063602869887
12602.0,59,1,153.12,12.76,12,0,France,0,3,1,1,311,77.62333333333333
12604.0,79,2,254.18,15.88625,15,182,France,0,2,2,2,222,144.96203125
12607.0,60,1,1579.51,15.63871287128713,101,0,USA,0,3,1,5,315,93.57590488557054
12609.0,78,3,1036.85,17.57372881355932,57,240,Germany,1,2,3,4,234,243.58522849173994
12610.0,23,4,1827.54,17.572499999999998,85,103,Italy,1,4,4,5,445,1068.9937499999999
12611.0,52,1,1049.32,16.395625,64,0,Italy,0,3,1,4,314,112.91326650943395
12612.0,74,1,312.54,26.045,12,0,Germany,0,2,1,2,212,126.75233333333333
12613.0,57,5,2809.78,19.377793103448276,122,204,Germany,1,3,4,5,345,609.7322829964329
12614.0,278,1,315.6,15.780000000000001,20,0,Germany,0,1,1,2,112,20.644086021505377
12615.0,2,4,1766.79,18.214329896907216,81,166,France,1,5,4,5,545,8864.307216494846
12616.0,95,2,538.4,18.56551724137931,23,202,France,0,2,2,3,223,141.17528735632186
12617.0,29,1,355.53,8.465,39,0,France,0,4,1,2,412,102.99083333333333
12618.0,22,1,177.31,16.11909090909091,11,0,Italy,0,4,1,1,411,255.8029644268775
12619.0,16,8,1333.48,19.325797101449275,38,237,Germany,1,4,5,4,454,3319.4898550724633
12620.0,15,3,1339.41,14.558804347826088,89,189,France,1,4,3,4,434,996.3681725543479
12621.0,2,18,7185.61,17.919226932668327,250,364,Germany,1,5,5,5,555,39243.106982543635
12622.0,232,1,180.1,16.37272727272727,11,0,Germany,0,1,1,2,112,25.648263753413964
12623.0,276,1,305.1,16.950000000000003,18,0,Germany,0,1,1,2,112,22.33483754512636
12624.0,106,2,641.13,16.87184210526316,36,71,France,0,2,2,3,223,115.10696015740287
12625.0,212,2,1260.02,18.261159420289854,61,107,Germany,0,1,2,4,124,62.58519425733142
12626.0,23,9,4912.23,17.993516483516483,223,303,Germany,1,4,5,5,455,2462.862568681319
12627.0,11,6,3860.23,17.5465,162,129,Germany,1,5,5,5,555,3202.2362500000004
12628.0,4,3,736.46,18.4115,34,60,Germany,0,5,3,4,534,4032.1184999999996
12630.0,10,2,1030.88,16.62709677419355,59,34,Finland,0,5,2,4,524,1103.434604105572
12631.0,57,1,480.5,16.016666666666666,30,0,Finland,0,3,1,3,313,100.79454022988506
12633.0,59,4,1539.78,15.8740206185567,71,229,Germany,1,3,4,5,345,386.26783505154634
12635.0,90,2,1509.18,15.244242424242424,95,65,Germany,0,2,2,5,225,122.28897768897768
12637.0,67,8,5111.19,13.666283422459893,200,256,France,1,3,5,5,355,586.8462881409248
12638.0,33,1,511.69,13.465526315789473,38,0,Sweden,0,4,1,3,413,144.5563854489164
12639.0,239,1,366.1,17.433333333333334,21,0,Sweden,0,1,1,2,112,26.513194444444444
12640.0,24,3,903.32,18.43510204081633,47,57,France,0,4,3,4,434,807.4574693877552
12641.0,115,1,185.9,18.59,10,0,Sweden,0,2,1,2,212,58.49439655172414
12642.0,25,3,734.14,17.073023255813954,39,82,Germany,0,4,3,4,434,719.0369409660108
12643.0,172,4,126.24000000000001,21.040000000000003,3,160,France,0,2,4,1,241,177.56300578034683
12644.0,130,1,477.91,15.416451612903227,31,0,Germany,0,2,1,3,213,42.954235409997544
12645.0,34,4,1341.98,20.333030303030302,57,282,Germany,1,3,4,4,344,848.1778354978355
12646.0,5,2,850.65,22.99054054054054,37,44,USA,0,5,2,4,524,2797.1824324324325
12647.0,22,12,1837.82,18.753265306122447,71,346,Germany,1,4,5,5,455,3571.274001774623
12648.0,155,1,273.3,13.665000000000001,20,0,Germany,0,2,1,2,212,31.97259615384616
12649.0,107,3,499.61,17.227931034482758,27,105,Germany,0,2,3,3,233,174.6720785440613
12650.0,3,1,147.64000000000001,8.202222222222224,18,0,France,0,5,1,1,511,748.4527777777779
12651.0,335,1,114.0,12.666666666666666,9,0,France,0,1,1,1,111,13.759920634920633
12652.0,331,1,747.1800000000001,16.24304347826087,46,0,France,0,1,1,4,114,17.857562860136195
12653.0,149,2,582.02,20.78642857142857,26,147,Israel,0,2,2,3,223,101.16061904761902
12654.0,11,5,601.98,15.841578947368422,31,284,Germany,1,5,4,3,543,2409.2401315789475
12656.0,17,5,2142.77,20.603557692307692,82,216,France,1,4,4,5,445,2088.9718215811968
12657.0,11,3,744.48,20.68,30,67,France,0,5,3,4,534,1887.05
12658.0,19,1,632.05,18.058571428571426,35,0,Germany,0,4,1,3,413,329.5689285714285
12659.0,30,1,91.68,18.336000000000002,5,0,France,0,4,1,1,411,215.89161290322582
12660.0,11,1,245.1,18.853846153846153,13,0,France,0,5,1,2,512,573.4711538461538
12662.0,1,11,3849.78,16.73817391304348,129,372,Germany,1,5,5,5,555,33601.88413043479
12664.0,16,7,304.0,25.333333333333332,7,306,Finland,1,4,5,2,452,3807.450980392156
12665.0,325,1,63.0,21.0,3,0,Germany,0,1,1,1,111,23.512269938650306
12667.0,58,1,460.13,14.3790625,32,0,Finland,0,3,1,3,313,88.95521716101696
12668.0,12,4,2684.13,17.8942,112,343,Germany,1,5,4,5,545,2009.6563076923078
12669.0,151,2,1427.73,14.568673469387756,96,105,France,0,2,2,4,224,69.96797126745435
12670.0,10,5,1686.61,23.75507042253521,49,222,France,1,5,4,5,545,3941.1821382842504
12672.0,330,1,133.95,16.74375,8,0,France,0,1,1,1,111,18.46365181268882
12673.0,5,2,565.52,13.793170731707317,41,321,Germany,1,5,2,3,523,1678.169105691057
12674.0,39,4,1447.94,19.05184210526316,48,169,France,1,3,4,4,344,695.3922368421053
12676.0,25,6,989.39,24.131463414634148,31,286,Sweden,1,4,5,4,454,2032.6117260787996
12678.0,43,7,1210.45,23.734313725490196,43,310,France,1,3,5,4,354,1378.2084447415327
12679.0,59,4,812.06,18.45590909090909,42,225,France,1,3,4,4,344,449.0937878787878
12680.0,1,4,862.81,16.592499999999998,33,112,France,0,5,4,4,544,12112.524999999998
12681.0,15,22,10285.98,17.46346349745331,262,353,France,1,4,5,5,455,8764.47574278438
12682.0,4,31,8946.47,18.446329896907216,207,367,France,1,5,5,5,555,41744.04455670103
12683.0,4,14,5225.51,17.13281967213115,175,361,France,1,5,5,5,555,17509.741704918033
12684.0,8,7,1845.99,18.836632653061226,61,205,France,1,5,5,5,555,5347.510714285715
12685.0,28,6,2442.68,16.284533333333332,115,65,France,1,4,5,5,455,1229.7630344827587
12686.0,372,1,89.14,12.734285714285715,7,0,France,0,1,1,1,111,12.461164304864036
12688.0,114,1,2827.45,19.366095890410957,146,0,Israel,0,2,1,5,215,61.46630434782608
12689.0,26,2,1132.6499999999999,16.180714285714284,56,101,France,0,4,2,4,424,437.4785714285714
12690.0,206,1,285.01,20.357857142857142,14,0,France,0,1,1,2,112,35.896704623878534
12691.0,28,6,542.6,20.0962962962963,21,329,France,1,4,5,3,453,1517.616858237548
12693.0,127,4,764.11,20.10815789473684,34,192,Germany,0,2,4,4,244,229.3586759868421
12694.0,70,2,507.12,16.904,28,112,France,0,3,2,3,323,173.80169014084507
12695.0,7,4,414.1,17.254166666666666,22,203,France,1,5,4,3,543,3148.8854166666665
12697.0,29,3,670.54,18.122702702702703,36,140,Sweden,0,4,3,3,433,661.4786486486487
12700.0,8,4,4229.2699999999995,16.329227799227798,190,207,France,1,5,4,5,545,2648.963620763621
12701.0,80,2,797.71,15.051132075471699,50,162,Germany,0,2,2,4,224,135.64600512462147
12702.0,20,1,219.0,18.25,12,0,Germany,0,4,1,2,412,317.2023809523809
12703.0,71,1,283.55,13.502380952380953,21,0,Germany,0,3,1,2,312,68.44957010582011
12704.0,7,8,1448.48,18.57025641025641,62,162,Finland,1,5,5,4,554,6778.1435897435895
12705.0,15,8,5311.29,17.078102893890676,222,341,Germany,1,4,5,5,455,3116.7537781350484
12707.0,292,1,433.42,14.447333333333335,30,0,France,0,1,1,3,113,17.997531285551766
12708.0,30,10,2659.81,17.050064102564104,86,338,Germany,1,4,5,5,455,2007.507547559967
12709.0,15,15,3254.52,22.600833333333334,76,351,Germany,1,4,5,5,455,7733.72265625
12710.0,97,3,1077.02,14.171315789473685,75,104,Germany,0,2,3,4,234,158.34276315789475
12712.0,29,13,2288.9300000000003,22.222621359223304,57,342,Germany,1,4,5,5,455,3514.8779449838194
