StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Unique_Customers,Avg_Price
23313,VINTAGE CHRISTMAS BUNTING,1071,5310.97,281,212,4.987260273972603
21791,VINTAGE HEADS AND TAILS CARD GAME ,4197,5294.65,459,331,1.2786236559139783
22557,PLASTERS IN TIN VINTAGE PAISLEY ,3175,5289.589999999999,464,309,1.68402489626556
23078,ICE CREAM PEN LIP GLOSS ,4223,5278.75,179,140,1.25
21121,SET/10 RED POLKADOT PARTY CANDLES,4198,5247.5,319,228,1.25
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1807,5230.59,302,255,2.898152866242038
22084,PAPER CHAIN KIT EMPIRE,1771,5224.450000000001,307,236,2.95
23240,SET OF 4 KNICK KNACK TINS DOILY ,1250,5187.5,272,209,4.15
22607,WOODEN ROUNDERS GARDEN SET ,518,5174.139999999999,252,198,10.0021875
23170,REGENCY TEA PLATE ROSES ,3119,5157.989999999999,284,205,1.6874736842105262
22149,FELTCRAFT 6 FLOWER FRIENDS,2442,5154.59,431,319,2.118329571106095
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,4118,5142.46,302,164,1.2488853503184714
84836,ZINC METAL HEART DECORATION,4089,5105.76,450,306,1.2565806451612902
35970,ZINC FOLKART SLEIGH BELLS,2971,5096.67,312,250,1.75
22633,HAND WARMER UNION JACK,2432,5080.200000000001,401,279,2.0900932400932404
84991,60 TEATIME FAIRY CAKE CASES,9241,5079.330000000001,618,398,0.555852534562212
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1970,5057.24,400,226,2.5850970873786405
20750,RED RETROSPOT MINI CASES,635,5048.25,290,203,7.95
22560,TRADITIONAL MODELLING CLAY,3986,5041.79,300,214,1.2982392026578073
22776,SWEETHEART CAKESTAND 3 TIER,503,5004.849999999999,293,233,9.95
22424,ENAMEL BREAD BIN CREAM,391,4997.46,285,172,12.792543554006969
84378,SET OF 3 HEART COOKIE CUTTERS,3733,4932.099999999999,501,367,1.3302734375
20749,ASSORTED COLOUR MINI CASES,618,4930.46,305,212,7.9781818181818185
22553,PLASTERS IN TIN SKULLS,2974,4907.099999999999,425,275,1.65
23493,VINTAGE DOILY TRAVEL SEWING KIT,2500,4875.0,332,270,1.95
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2264,4868.700000000001,396,305,2.162233009708738
22652,TRAVEL SEWING KIT,2948,4865.96,376,257,1.6623884514435696
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3685,4837.0599999999995,481,319,1.3318163265306122
21524,DOORMAT SPOTTY HOME SWEET HOME,592,4810.38,326,215,8.172658610271904
22379,RECYCLING BAG RETROSPOT ,2263,4787.43,371,178,2.1463492063492065
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1277,4783.21,372,256,3.766173469387755
21122,SET/10 PINK POLKADOT PARTY CANDLES,3817,4772.46,294,209,1.2539672131147541
84970S,HANGING HEART ZINC T-LIGHT HOLDER,5562,4757.91,390,262,0.8743002544529261
21523,DOORMAT FANCY FONT HOME SWEET HOME,584,4743.2,305,170,8.159346405228758
21174,POTTERING IN THE SHED METAL SIGN,2294,4740.3,346,220,2.0655492957746477
23108,SET OF 10 LED DOLLY LIGHTS,756,4731.21,291,238,6.271122448979592
22659,LUNCH BOX I LOVE LONDON,2430,4723.82,420,199,1.962
23319,BOX OF 6 MINI 50'S CRACKERS,1901,4713.81,333,281,2.4864756446991407
21889,WOODEN BOX OF DOMINOES,3721,4713.1,431,328,1.2820581655480985
22667,RECIPE BOX RETROSPOT ,1586,4678.700000000001,409,227,2.95
21936,RED RETROSPOT PICNIC BAG,1574,4668.86,339,211,2.983216374269006
23256,CHILDRENS CUTLERY SPACEBOY ,1122,4664.580000000001,296,218,4.163708609271524
21314,SMALL GLASS HEART TRINKET POT,2222,4661.76,309,206,2.1105750798722047
85014B,RED RETROSPOT UMBRELLA,763,4637.5,274,197,6.114512635379062
20971,PINK BLUE FELT CRAFT TRINKET BOX,3697,4632.19,432,267,1.277471783295711
15056N,EDWARDIAN PARASOL NATURAL,777,4629.66,287,155,5.972448275862069
47590A,BLUE HAPPY BIRTHDAY BUNTING,846,4626.72,309,213,5.501677419354839
84997D,CHILDRENS CUTLERY POLKADOT PINK,1108,4618.900000000001,289,191,4.2063265306122455
47590B,PINK HAPPY BIRTHDAY BUNTING,846,4610.700000000001,305,222,5.45
22147,FELTCRAFT BUTTERFLY HEARTS,3166,4599.5,415,280,1.4737037037037037
22692,DOORMAT WELCOME TO OUR HOME,570,4591.28,290,204,8.082808219178082
22627,MINT KITCHEN SCALES,540,4590.39,279,187,8.501382978723404
21481,FAWN BLUE HOT WATER BOTTLE,1393,4584.27,336,239,3.3874418604651164
21210,SET OF 72 RETROSPOT PAPER  DOILIES,3142,4572.07,342,237,1.4713043478260868
21669,BLUE STRIPE CERAMIC DRAWER KNOB,3469,4562.849999999999,330,163,1.3335652173913044
15036,ASSORTED COLOURS SILK FAN,5560,4520.24,281,171,0.8131560283687943
82600,NO SINGING METAL SIGN,2152,4506.6,340,195,2.0969476744186046
21479,WHITE SKULL HOT WATER BOTTLE ,1114,4495.0,340,234,4.045454545454546
22507,MEMO BOARD RETROSPOT  DESIGN,901,4471.63,326,222,4.985828220858896
22355,CHARLOTTE BAG SUKI DESIGN,5275,4461.65,547,242,0.8597326203208556
22750,FELTCRAFT PRINCESS LOLA DOLL,1184,4449.3,354,233,3.777384196185286
22729,ALARM CLOCK BAKELIKE ORANGE,1183,4447.38,322,168,3.7724848484848486
23311,VINTAGE CHRISTMAS STOCKING ,1728,4401.0,264,234,2.548314606741573
22499,WOODEN UNION JACK BUNTING,733,4380.88,245,188,5.97625
22367,CHILDRENS APRON SPACEBOY DESIGN,2217,4362.39,424,290,2.0003464203233254
22796,PHOTO FRAME 3 CLASSIC HANGING,437,4348.15,200,142,9.95
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,511,4343.5,265,162,8.5
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,5071,4332.61,270,194,0.8598550724637681
22952,60 CAKE CASES VINTAGE CHRISTMAS,7871,4329.05,432,324,0.55
21908,CHOCOLATE THIS WAY METAL SIGN,2040,4328.21,349,211,2.146938202247191
22413,METAL SIGN TAKE IT OR LEAVE IT ,1464,4325.64,339,224,2.9660115606936417
22294,HEART FILIGREE DOVE  SMALL,3471,4320.51,222,153,1.2467659574468086
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,5074,4312.9,469,359,0.85
20719,WOODLAND CHARLOTTE BAG,5137,4312.24,497,233,0.85330078125
22619,SET OF 6 SOLDIER SKITTLES,1129,4307.95,302,240,3.8220388349514565
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,7835,4306.89,487,357,0.5604296875
48184,DOORMAT ENGLISH ROSE ,537,4305.15,277,189,8.015591397849462
21668,RED STRIPE CERAMIC DRAWER KNOB,3289,4302.29,313,167,1.3173374613003095
82583,HOT BATHS METAL SIGN,2050,4291.080000000001,333,197,2.096695156695157
47566B,TEA TIME PARTY BUNTING,869,4264.35,261,174,4.913773584905661
22501,PICNIC BASKET WICKER LARGE,428,4251.65,224,171,9.919247787610619
22759,SET OF 3 NOTEBOOKS IN PARCEL,2519,4249.829999999999,292,244,1.6871521035598702
22844,VINTAGE CREAM DOG FOOD CONTAINER,497,4248.89,271,169,8.588690909090909
23439,HAND WARMER RED LOVE HEART,2022,4246.200000000001,336,250,2.1
22663,JUMBO BAG DOLLY GIRL DESIGN,2077,4242.51,306,169,2.066254071661238
22989,SET 2 PANTRY DESIGN TEA TOWELS,1308,4236.78,294,231,3.24312292358804
21231,SWEETHEART CERAMIC TRINKET BOX,3273,4208.62,347,199,1.29125
23581,JUMBO BAG PAISLEY PARK,2023,4207.84,268,209,2.08
22620,4 TRADITIONAL SPINNING TOPS,2971,4204.08,353,258,1.436027397260274
23254,CHILDRENS CUTLERY DOLLY GIRL ,1012,4199.8,257,194,4.15
22795,SWEETHEART RECIPE BOOK STAND,624,4192.8,260,164,6.737878787878787
84029E,RED WOOLLY HOTTIE WHITE HEART.,1036,4181.06,265,200,4.129926199261993
23171,REGENCY TEA PLATE GREEN ,2526,4175.299999999999,236,177,1.703050847457627
21155,RED RETROSPOT PEG BAG,1674,4172.75,343,199,2.527857142857143
22464,HANGING METAL HEART LANTERN,2648,4149.82,271,188,1.599136690647482
22296,HEART IVORY TRELLIS LARGE,2515,4141.03,265,186,1.659605734767025
21907,I'M ON HOLIDAY METAL SIGN,1958,4115.950000000001,320,204,2.1173065015479877
23263,SET OF 3 WOODEN HEART DECORATIONS,3181,4111.48,380,268,1.3134285714285714
22752,SET 7 BABUSHKA NESTING BOXES,480,4092.11,232,156,8.595338983050848
22632,HAND WARMER RED RETROSPOT,1946,4086.6000000000004,303,237,2.1
22418,10 COLOUR SPACEBOY PEN,4779,4075.41,231,174,0.8768965517241379
22768,FAMILY PHOTO FRAME CORNICE,407,4059.66,207,174,9.997894736842104
21217,RED RETROSPOT ROUND CAKE TINS,407,4049.6499999999996,225,153,9.95
22150,3 STRIPEY MICE FELTCRAFT,2063,4041.0499999999997,384,282,1.9768354430379746
85150,LADIES & GENTLEMEN METAL SIGN,1583,4031.2499999999995,326,182,2.5486280487804875
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,4002,4020.8999999999996,315,226,1.0256466876971608
22197,SMALL POPCORN HOLDER,4744,4019.9199999999996,346,212,0.8488983050847457
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1319,4012.8100000000004,309,199,3.092675159235669
82582,AREA PATROLLED METAL SIGN,1902,3992.4600000000005,329,166,2.126996996996997
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1007,3990.11,268,187,4.056981818181819
47591D,PINK FAIRY CAKE CHILDRENS APRON,2033,3983.0099999999998,378,240,1.9891623036649215
22570,FELTCRAFT CUSHION RABBIT,1057,3967.46,286,190,3.762576271186441
22456,NATURAL SLATE CHALKBOARD LARGE ,793,3925.3500000000004,262,204,4.95
23174,REGENCY SUGAR BOWL GREEN,946,3922.84,225,170,4.164778761061948
21533,RETROSPOT LARGE MILK JUG,792,3920.4000000000005,278,192,4.95
21165,BEWARE OF THE CAT METAL SIGN ,2323,3917.23,334,172,1.6878885630498532
22804,CANDLEHOLDER PINK HANGING HEART,1330,3917.1800000000003,321,208,2.9622522522522523
23318,BOX OF 6 MINI VINTAGE CRACKERS,1567,3884.61,289,251,2.485858585858586
21756,BATH BUILDING BLOCK WORD,644,3878.88,232,163,6.044024390243902
22767,TRIPLE PHOTO FRAME CORNICE ,390,3874.7,180,142,9.941944444444443
22725,ALARM CLOCK BAKELIKE CHOCOLATE,1026,3869.76,288,162,3.813095238095238
22169,FAMILY ALBUM WHITE PICTURE FRAME,452,3866.39,229,152,8.570695652173914
23582,VINTAGE DOILY JUMBO BAG RED ,1857,3859.6600000000003,219,178,2.078716814159292
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1507,3852.49,302,182,2.581197411003236
71459,HANGING JAM JAR T-LIGHT HOLDER,4552,3852.04,261,178,0.8485114503816794
21498,RED RETROSPOT WRAP ,9197,3841.74,330,236,0.4187311178247734
22940,FELTCRAFT CHRISTMAS FAIRY,884,3821.68,271,217,4.3904929577464795
22846,BREAD BIN DINER STYLE RED ,226,3818.75,177,121,16.882485875706212
23175,REGENCY MILK JUG PINK ,1172,3799.5,244,190,3.2459183673469387
22740,POLKADOT PEN,4472,3794.9599999999996,95,82,0.8486315789473685
22585,PACK OF 6 BIRDY GIFT TAGS,3025,3791.21,290,230,1.2688424437299035
21169,YOU'RE CONFUSING ME METAL SIGN ,2235,3771.3900000000003,315,185,1.6885410334346505
22622,BOX OF VINTAGE ALPHABET BLOCKS,337,3768.16,170,140,11.308882352941177
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,555,3765.87,200,135,6.8481
15056BL,EDWARDIAN PARASOL BLACK,647,3748.27,226,125,5.952743362831858
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2872,3744.0,284,151,1.3029109589041095
23503,PLAYING CARDS KEEP CALM & CARRY ON,2998,3742.46,320,277,1.2493636363636365
85014A,BLACK/BLUE POLKADOT UMBRELLA,617,3729.7400000000002,241,171,6.138305785123967
21891,TRADITIONAL WOODEN SKIPPING ROPE,2657,3724.45,318,256,1.4029761904761904
22907,PACK OF 20 NAPKINS PANTRY DESIGN,4374,3720.24,517,350,0.8542622950819673
21975,PACK OF 60 DINOSAUR CAKE CASES,6734,3719.4800000000005,508,281,0.5638899082568808
21484,CHICK GREY HOT WATER BOTTLE,957,3712.07,260,197,3.9286181818181825
21213,PACK OF 72 SKULL CAKE CASES,6749,3705.7100000000005,464,281,0.5497263157894737
22429,ENAMEL MEASURING JUG CREAM,869,3697.29,306,222,4.262784810126582
22273,FELTCRAFT DOLL MOLLY,1247,3686.0900000000006,275,202,2.9874468085106383
21670,BLUE SPOT CERAMIC DRAWER KNOB,2834,3681.94,274,157,1.305017793594306
22082,RIBBON REEL STRIPES DESIGN ,2198,3662.78,329,248,1.6830835734870315
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2806,3661.74,262,153,1.3092619926199263
22569,FELTCRAFT CUSHION BUTTERFLY,974,3659.92,258,180,3.7640000000000002
84988,SET OF 72 PINK HEART PAPER DOILIES,2502,3648.4799999999996,292,199,1.4749999999999999
21124,SET/10 BLUE POLKADOT PARTY CANDLES,2914,3642.5,220,175,1.25
22988,SOLDIERS EGG CUP ,2905,3635.3,282,189,1.2735616438356163
23204,CHARLOTTE BAG APPLES DESIGN,4289,3632.65,402,193,0.8490346534653466
22141,CHRISTMAS CRAFT TREE TOP ANGEL,1704,3622.1800000000003,332,245,2.156831395348837
20718,RED RETROSPOT SHOPPER BAG,2874,3605.81,368,230,1.2726470588235295
23172,REGENCY TEA PLATE PINK,2188,3603.8799999999997,197,147,1.6646192893401015
20723,STRAWBERRY CHARLOTTE BAG,4237,3601.45,466,220,0.8664556962025316
21535,RED RETROSPOT SMALL MILK JUG,1410,3595.4999999999995,296,196,2.55
23247,BISCUIT TIN 50'S CHRISTMAS,1232,3589.48,253,218,2.990772200772201
